Movie,Years,Duration,Genre,Rating,,Actor_1,Actor_2,Actor_3,Actor_4
Re HaiVaan,2018,60 min,"Action, Adventure, Horror",,,Prashast Singh,Prashast Singh,,
Reason,2018,261 min,Documentary,9.1,125,Anand Patwardhan,,,
Redrum,2018,101 min,Thriller,3.9,28,Dhruv,Sourabh,Vibhav Roy,Saeeda Imtiaz
Reva,2018,159 min,Drama,8.4,692,Rahul Bhole,Vinit Kanojia,Bhairavi Athavle,Abhinay Banker
Riti Rivaj,2018,,Drama,,,Dinesh Rajpurohit,Heta Shah,,
Roshni,2018,45 min,"Documentary, Family",6.2,186,Anshul Adhikari,Nazneen Bhatia,Roshni,Vandana Shiva
Saheb Biwi Aur Gangster 3,2018,140 min,"Action, Crime, Drama",4.4,744,Tigmanshu Dhulia,Sanjay Dutt,Jimmy Sheirgill,Mahie Gill
Sai Mahima,2018,,,,,Sukhvinder Sharma,Jitendra Sharma,Amrinder Singh,
Sanam tera ishaq,2018,120 min,Action,,,Manoj Fogat,Harshit Mathur,Sonam Thakur,Rakesh Kumawat
Sandra Beds Sandeep,2018,121 min,"Comedy, Drama, Romance",,,Prashant Rai,Ashutosh Patki,Rakesh Bedi,Ankush Deshmukh
Sanjeevani,2018,,Drama,2.8,23,Ravi Vide,Manoj Chandra,,
Sanju,2018,155 min,"Biography, Comedy, Drama",7.7,"49,199",Rajkumar Hirani,Ranbir Kapoor,Paresh Rawal,Manisha Koirala
Sarabha,2018,137 min,Fantasy,6.8,65,N. Narasimharao,Narsimha Rao,Aakash Kumar Sehdev,Mishti
Sargana,2018,,Crime,,,Yogesh Bharadwaj,Shatakshi Gupta,Bobby Kumar,Rakesh Kumar
Satyameva Jayate,2018,140 min,"Action, Crime, Drama",5.7,"6,302",Milap Zaveri,John Abraham,Manoj Bajpayee,Aisha Sharma
Seeking Happily Ever After,2018,104 min,"Drama, Romance",6.8,"1,117",Harish Vyas,Shivani Raghuvanshi,Anshuman Jha,Ekavali Khanna
Seelavathi,2018,,,,,Sai Raam Dasari,,,
Shaadi Teri Bajayenge Hum Band,2018,140 min,Comedy,4.9,180,Gurpreet Sondh,Rahul Bagga,Radha Bhatt,Shrashti Maheshwari
Shaatiron Ka Shaatir Girgit,2018,111 min,Action,,,Shravan Shugan,,,
Shaheed- E- Aazam,2018,,Biography,6.1,7,Arun K. Pathak,Sibu Giri,Prashant Kumar,Rahul Pathak
Shahrukh Banna Aasan Nahi,2018,,Drama,,,Kabir Virk,Raju Rahikwar,,
Shaitaan: A Vision of Madness,2018,65 min,Thriller,,,Nishaant Singh Bhinder,Aaryaman Pratap Kushwaha,Divjot Singh Jattana,Aryan Sharma
Shohrat the Trap,2018,67 min,Thriller,5.2,101,Deepak Ramteke,Mayank Agarwal,Avinash Baviskar,Anil Bhavnani
Shootout at etawah safari,2018,130 min,Thriller,,,Raja,,,
Silvat,2018,45 min,"Drama, Romance",7.1,168,Tanuja Chandra,Kartik Aaryan,Amal Farooque,Maaman Memon
Simmba,2018,158 min,"Action, Comedy, Crime",5.6,"15,244",Rohit Shetty,Sam Nagar,Ranveer Singh,Sara Ali Khan
Sir,2018,99 min,"Drama, Romance",7.7,"5,461",Rohena Gera,Tillotama Shome,Vivek Gomber,Geetanjali Kulkarni
Sirf 5 Din,2018,145 min,Horror,,,V. Menon,Raj Babbar,Anuj Gill,Mahie Gill
Sisters of the Trees,2018,82 min,Documentary,,,Camila Menéndez,Lucas Peñafort,,
Sonchand,2018,,Drama,,,Ranjith Oraon,Sachin Kumar Meena,,
Soni,2018,97 min,"Crime, Drama",7.2,"2,528",Ivan Ayr,Geetika Vidya Ohlyan,Saloni Batra,Vikas Shukla
Sonu Ke Titu Ki Sweety,2018,138 min,"Comedy, Romance",7.1,"20,000",Luv Ranjan,Kartik Aaryan,Nushrat Bharucha,Sunny Singh Nijjar
Soorma,2018,131 min,"Biography, Drama, Sport",7.4,"4,648",Shaad Ali,Diljit Dosanjh,Taapsee Pannu,Angad Bedi
Spellbound,2018,,Mystery,,,Dharam Panesar,Tapasya Agnihotri,Manoj Malhotra,Ramesh Malhotra
Spring Thunder,2018,113 min,"Crime, Drama",,,Sriram Dalton,Ravi Sah,Akash Khurana,Arshad Khan
State vs. Malti Mhaske,2018,,"Crime, Thriller",7.1,67,Nikhil Mahajan,Sagar Deshmukh,Divya Menon,Smita Tambe
Stree,2018,128 min,"Comedy, Horror",7.6,"29,900",Amar Kaushik,Rajkummar Rao,Shraddha Kapoor,Pankaj Tripathi
Stupid Lovers,2018,,Romance,,,Samrat Das,Anil Arya,Anusheel Chakrabarty,Priyanka Jadhav
Sui Dhaaga,2018,122 min,"Comedy, Drama",6.8,"7,421",Sharat Katariya,Anushka Sharma,Varun Dhawan,Raghuvir Yadav
Summer Camp,2018,128 min,"Comedy, Drama",7.1,16,Kunal v Singh,Saurabh Agarwal,Altaf,Manish Garg
T for Taj Mahal,2018,104 min,Drama,8.7,93,Kireet Khurana,Subrat Dutta,Pitobash,Manoj Pahwa
Taapmaan,2018,70 min,"Action, Drama",,,Prashast Singh,Prashast Singh,,
Tarana - The Black Story,2018,,Thriller,,,Sanoj Mishra,Vishal Malhotra,Urmay Rathod,Ruchika
Tears in Khushi,2018,93 min,Family,,,Ravneet Kaur,Bhavya Anand,Arjun Aneja,Jagnoor Aneja
Teri Bhabhi Hai Pagle,2018,125 min,"Action, Comedy",3.1,125,Vinod Tiwari,Rajniesh Duggall,Nazia Hussain,Krishna Abhishek
Terror Strike,2018,104 min,Action,6.2,9,Kamal Nathani,Rajat Bedi,Gayatri,Raj Hussain
The Colour of My Home,2018,49 min,Documentary,,,Sanjay Barnela,,,
The Dark Side of Life: Mumbai City,2018,125 min,Drama,5.9,478,Tariq Khan,Avii,Mahesh Bhatt,Sayed Gul
The Fiddle,2018,,"Comedy, Crime, Drama",,,Manjit Singh,Manjit Singh,Adam Jogee,Dara Bharj
The Indian Post Graduate,2018,105 min,Drama,4.2,8,Krishna Gopal,Ajay Arya,Shree Radhe Khanduja,
The Journey of Karma,2018,98 min,Drama,6.6,89,Jagbir Dahiya,Shakti Kapoor,Poonam Pandey,Gauri Shankar
The Joyous Nights of a Ridiculous Man,2018,110 min,Drama,,,Sharad Raj,,,
The Legend of Peacock,2018,,Drama,,,Atul Garg,Tammy Bartaia,Tatuli Bartaia,Humayoon Shams Khan
The Night Light of the Earth,2018,75 min,Documentary,,,Gizem Ibak,Anna,Umur Dagli,Gizem Ibak
The Past,2018,120 min,"Drama, Horror",3.5,164,Gagan Puri,Sonia Albizuri,Samiksha Bhatt,Yuvraaj Parashar
The President's Bodyguard,2018,,Documentary,,,Robin Roy,Amitabh Bachchan,,
The Tribal Scoop,2018,50 min,Documentary,,,Beeswaranjan Pradhan,,,
The Window,2018,118 min,"Drama, Mystery",7,33,V.K. Choudhary,Atul Hanwat,Praveen Maheswari,Sayoni Mishra
Three and a Half,2018,121 min,Drama,6.6,228,Dar Gai,Dheer Momaya,Arya Dave,Chandani Grover
Thugs of Hindostan,2018,164 min,"Action, Adventure",4.1,"18,219",Vijay Krishna Acharya,Aamir Khan,Amitabh Bachchan,Katrina Kaif
Ticket to Bollywood,2018,,Drama,,,Faraz Haider,Diganth,Vinay Pathak,Amyra Dastur
Tishnagi,2018,136 min,"Romance, Thriller",4.1,27,Sameer Khan,Shrivastava Anushka,Israil Khan,Sarthak Pradhan
Toba Tek Singh,2018,75 min,"Drama, History",6.9,118,Ketan Mehta,Pankaj Kapur,Vinay Pathak,N.K. Pant
Tony: My Mentor the Serial Killer,2018,124 min,Thriller,7.9,485,Vipul K. Rawal,Mahesh Jilowa,Yashodhan Rana,Manoj Chandila
Touttay,2018,52 min,"Drama, History",,,Shashank Shekhar Singh,Piyush Kumar,Anil Mishra,Raaj Singh
Trippy Trip,2018,54 min,"Horror, Mystery, Thriller",,,Sanket Verma,Naveen Pandita,Annie Gill,Miuruti Batkar
Tu Rehna Mera,2018,,Romance,,,Sonali Sharmistha Mohanty,Apurba Panda,Saransh Taneja,Balveer Singh
Tukkaa Fitt,2018,,Drama,6.5,13,Shawn Arranha,Mimoh Chakraborty,Kurush Deboo,Vaishali Desai
Tumbbad,2018,104 min,"Drama, Fantasy, Horror",8.3,"32,920",Rahi Anil Barve,Anand Gandhi,Adesh Prasad,Sohum Shah
Turning Point,2018,142 min,"Action, Drama, Musical",6.2,20,Sudhir Durlabh Tandel,,,
Turtle,2018,,Drama,8.6,9,Dinesh S. Yadav,Sanjay Mishra,Plabita Borthakur,Adnan Choudhary
Udanchhoo,2018,123 min,Comedy,3.5,43,Vipin Parashar,Prem Chopra,Ashutosh Rana,Rajniesh Duggall
Unmaad,2018,,Drama,8.3,7,Shahid Kabeer,Gehana Vasisth,Manisha Mondal,Amit Pundir
Uns,2018,107 min,"Drama, Romance",,,Singh Sahab,Mirza Azhar,Shirin Parveen,Samir Raees
Uri: The Surgical Strike,2018,138 min,"Action, Drama, War",8.2,"45,981",Aditya Dhar,Vicky Kaushal,Paresh Rawal,Mohit Raina
Use Me Tokiye Aur Rokiye,2018,180 min,,,,Shubham Bhairat,Dipen Patel,Prahan Rao,
Vada Chennai,2018,164 min,"Action, Crime, Drama",8.5,"13,120",Vetrimaaran,Dhanush,Ameer Sultan,Radha Ravi
Vaibhav Sethia: Don't,2018,61 min,Comedy,6.9,187,Manu Prakash Singh,Vaibhav Sethia,,
Vaña Vaasiyon,2018,84 min,Documentary,,,Purabi Bose,,,
Veere Di Wedding,2018,135 min,Comedy,3.2,"12,000",Shashanka Ghosh,Kareena Kapoor,Sonam Kapoor,Neena Gupta
Veerey Ki Wedding,2018,131 min,"Comedy, Romance",2.8,498,Ashu Trikha,Pulkit Samrat,Jimmy Sheirgill,Kriti Kharbanda
Vicar Ka Achar Open Your Mind Before Your Mouth,2018,90 min,,,,Shubham Bhairat,Rhea Khan,Dip Patel,Dipen Patel
Vidyoday,2018,108 min,Documentary,9.2,35,Vidhi Kasliwal,Aarti S. Bagdi,Alok Nath,
Vikas Ki Bahu,2018,109 min,"Comedy, Drama, Family",,,Dinesh Chaudhary,Kavita Joshi,Uttar Kumar,
Vishapuram,2018,,,,,Srinivas Sandiri,,,
Vishwaroopam 2,2018,145 min,"Action, Thriller",5.9,"2,314",Kamal Haasan,Kamal Haasan,Rahul Bose,Shekhar Kapur
Vodka Diaries,2018,120 min,"Mystery, Thriller",5.6,"1,287",Kushal Srivastava,Kay Kay Menon,Raima Sen,Mandira Bedi
Wai Guo Ren,2018,81 min,Documentary,,,Maaria Sayed,,,
Waterschool,2018,67 min,Documentary,6.3,60,Tiffanie Hsu,,,
Welcome M1LL10NS,2018,117 min,"Crime, Mystery, Thriller",6,11,Milroy Goes,Sohan Borcar,Joanne Da Cunha,Razak Khan
Welcome to New York,2018,118 min,"Comedy, Drama",1.6,774,Chakri Toleti,Richard Harris,Jasmine Kaur,Sonakshi Sinha
When Obama Loved Osama,2018,116 min,Comedy,4.9,34,Sudhish Kumar Sharma,Amrita Acharya,Muntazir Ahmad,Kimti Anand
Who,2018,153 min,"Mystery, Sci-Fi",5.1,260,Ajay Devaloka,Sajin Saleem,Akhil,Arjun
Who the Hell,2018,,Thriller,,,Jacob Paul,Ashish,Moumita Jaise,Naazneen Patni
Will fly,2018,66 min,"Drama, Family",,,Junaid Khalifa,Poonam Gurung,Ayush Allay,Dil Kumari Shrestha
Win Marathon,2018,94 min,"Drama, Sport",9,70,Aryan Neeraaj Anand,Shubhanshu Satyadeo,Aryan Neeraaj Anand,Ankita Bahuguna
Wo India Ka Shakespeare,2018,120 min,"Romance, Thriller",,,Suresh Mandal,Raj Aryan,Raza Murad,Yogita Rajput
Yaar Berozgar by Abhinav Shekhar,2018,,Musical,,,Abhinav Shekhar,Abhinav Shekhar,,
Yaksh,2018,,Thriller,6.5,14,Mukul Abhyankar,Nitish Bharadwaj,Sheetal Shah,Bhanu Uday
Yakshini,2018,,Drama,,,Samir Jagot,Mugdha Godse,Arif Zakaria,Chandra Shekhar Dutta
Yamla Pagla Deewana Phir Se,2018,145 min,"Action, Comedy, Drama",4.5,"1,100",Navaniat Singh,Dharmendra,Sunny Deol,Bobby Deol
Ye Hai Gudgudee Zindagi Ki,2018,102 min,Comedy,,,Sandeep Solanki,Shefali Patel,Gehana Vasisth,Dillzan Wadia
Yeh Hai Paranormal Ishq,2018,155 min,Horror,,,Gulzar Bhatia,Sameer Kapoor,Sneha Namanandi,Amit Pundir
Yeh Kaisa Tigdam,2018,133 min,Drama,6.1,10,Ismail Darbar,Ashutosh Rana,Sakshi Chaudhary,Ajaz Khan
Yours Truly,2018,84 min,Drama,5.9,102,Sanjoy Nag,Soni Razdan,Aahana Kumra,Pankaj Tripathi
Youth Future,2018,132 min,Drama,,,Balwant Singh Suri,Preet Jitpal,Victor John,Rupa Khurana
Zeenat,2018,,Drama,,,Saandesh Nayak,Mallika Sherawat,Shreyas Talpade,
Zero,2018,164 min,"Comedy, Drama, Romance",5.4,"24,784",Aanand L. Rai,Shah Rukh Khan,Anushka Sharma,Katrina Kaif
Zoo,2018,100 min,Drama,5.7,78,Shlok Sharma,Shashank Arora,Prince Daniel,Shatakshi Gupta
127 B,2017,116 min,"Comedy, Horror",6.6,26,Seshu Kmr,Mast Ali,Aziz Naser,Heena Shaik
1982 - A Love Marriage,2017,113 min,Comedy,5.5,106,Prashant Gore,Amitkumar Sharma,Omna,Rita Agarwal
2016 the End,2017,130 min,Comedy,6.1,94,Jaideep Chopra,Divyendu Sharma,Kiku Sharda,Harshad Chopda
9 O' Clock,2017,124 min,Action,5.3,9,Amrit Raj Thakur,Arun Bakshi,Ajeet Goswami,Rohit Rajawat
A Daughter's Tale PANKH,2017,145 min,Drama,6.3,10,Premraaj,Rajinder Verma,Sunil Lahri,Nishigandha Wad
A Gentleman,2017,145 min,"Action, Comedy",6.2,"5,227",Krishna D.K.,Raj Nidimoru,Sidharth Malhotra,Jacqueline Fernandez
A Suitable Girl,2017,90 min,Documentary,6.9,337,Sarita Khurana,Smriti Mundhra,Sima Taparia,
A Twist of Date,2017,110 min,"Comedy, Horror, Mystery",,,Kashmera Shah,Kashmera Shah,,
A.R Rahman Encore Tour,2017,,Musical,,,Deepak Gattani,A.R. Rahman,,
Aa Gaya Hero,2017,123 min,Action,2.7,339,Dipankar Senapati,Govinda,Richa Sharma,Poonam Pandey
Adrishya,2017,106 min,"Drama, Family, Horror",3.3,102,Sandeep Chatterjee,Nishat Mallick,Archana Kotwal,Ravi Kumar
After Marriage,2017,,Horror,,,Kritn Ajitesh,,,
Ajab Singh Ki Gajab Kahani,2017,115 min,Drama,5.8,52,Rishi Prakash Mishra,Ajay Kumar Singh,Vikas Giri,Rajesh Jais
Ajji,2017,104 min,Drama,6.9,973,Devashish Makhija,Sushama Deshpande,Smita Tambe,Sharvani Suryavanshi
Aksar 2,2017,127 min,"Crime, Drama, Mystery",3.6,417,Ananth Narayan Mahadevan,Zareen Khan,Gautam Rode,Lillete Dubey
Alif,2017,120 min,Drama,6.5,137,Zaigham Imam,Neelima Azim,Pawan Tiwari,Bhavna Pani
Amal,2017,87 min,"Crime, Drama, Fantasy",,,Afnan Amrohi,Afnan Amrohi,,
Anaarkali of Aarah,2017,113 min,Drama,5.9,"1,636",Avinash Das,Pankaj Tripathi,Swara Bhaskar,Sanjay Mishra
Arranged,2017,67 min,"Drama, Romance",,,Mritunjay Sharma,,,
Aryans,2017,101 min,"Comedy, History",,,Anmol Mishra,Tom Alter,Eloise Antonie,Keiran Arthur
Ashley,2017,103 min,Thriller,3.7,12,Kewal Singh,Rishi Bhutani,Dolly Chawla,Gurleen Chopra
Ashwatthama,2017,120 min,Fantasy,,,Pushpendra Singh,,,
Avsar,2017,70 min,"Drama, Romance",6,27,Mohit Goswami,Anuj Jain,Vikrant Verma,Apurva Chowdhary
B for Bundelkhand,2017,117 min,Drama,8.8,5,Vishal Mourya,Bharat Chawla,Nemi Chandra Jha,Moumita Nandi
B.A. Pass 2,2017,125 min,Drama,2.1,419,Shadab Khan,Shadab Khan,Kritika Sachdeva,Satiiysh Saarathy Sasho
Baadshaho,2017,136 min,"Action, Adventure, Thriller",4.9,"4,454",Milan Luthria,Ajay Devgn,Ileana D'Cruz,Emraan Hashmi
Baaki Itihaas,2017,127 min,Drama,7.3,16,Nikhil Mahajan,Zakir Hussain,Amruta Khanvilkar,Ravi Khanvilkar
Baaraat Company,2017,124 min,"Comedy, Romance",6.2,179,Syed Ahmad Afzal,Sandeepa Dhar,Archana Gautam,Anurita Jha
Baba Sathya Sai,2017,,Biography,4.2,8,Kodi Ramakrishna,Sreejith Vijay,Jaya Prada,Sarath Babu
Babuji Ek Ticket Bambai,2017,,"Comedy, Drama",,,Arvind Tripathi,Sudha Chandran,Farhan Rehman Khan,Amjad Qureshi
Babumoshai Bandookbaaz,2017,122 min,"Action, Crime, Thriller",6.9,"1,974",Kushan Nandy,Nawazuddin Siddiqui,Bidita Bag,Jatin Goswami
Back to Dad,2017,120 min,Drama,8.2,9,Prabhat Kumar,Suvahhdan Angre,Kalpana Bhattarai,Samuel Kamble
Badrinath Ki Dulhania,2017,139 min,"Comedy, Drama, Romance",6.1,"10,865",Shashank Khaitan,Varun Dhawan,Alia Bhatt,Sahil Vaid
Baiyko,2017,74 min,Thriller,,,Rohit Shukre,Melvin Philip,,
Bal Ganesh and the PomZom Planet,2017,81 min,Animation,2.3,9,Vijay S. Bhanushali,Vidit Kumar,Parminder Ghumman,Sanjeev Tiwari
Ballavpur Ki Roopkatha,2017,120 min,Comedy,7.5,17,Akhilesh Jaiswal,Anil Charanjeett,Abha Parmar,Ankita Shrivastav
Bank Chor,2017,120 min,"Action, Comedy, Crime",5.9,"2,603",Bumpy,Riteish Deshmukh,Vivek Oberoi,Rhea Chakraborty
Beauty of Life,2017,,Documentary,,,,,,
Befikar Besahare,2017,93 min,Drama,,,Rutwij Vaidya,Mukesh Ahuja,Pratibha Amrutey,Raju Bhati
Begum Jaan,2017,128 min,"Action, Drama, History",5.6,"2,626",Srijit Mukherji,Amitabh Bachchan,Pallavi Sharda,Naseeruddin Shah
Behen Hogi Teri,2017,128 min,Comedy,5.6,"1,873",Ajay Pannalal,Arvind Singh Rajpoot,Rajkummar Rao,Shruti Haasan
Bewajah,2017,127 min,Thriller,6.3,30,Jagat Joon,Anshu,Vishvendra Singh,Dhirendra Gupta
Beyond the Clouds,2017,120 min,"Drama, Family",7,"2,148",Majid Majidi,Ishaan Khattar,Malavika Mohanan,Goutam Ghose
Bhamashah,2017,83 min,Drama,6.2,11,Vikram Nath Gupta,Dharmendra Gohil,Daya Shankar Pandey,Manoj Shah
Bhangarh: The Last Episode,2017,84 min,Horror,5.5,15,Anil Bajpai,Prashant Barot,Deepanshu Malik,Rumana Molla
Bhangover,2017,115 min,Comedy,5.1,34,Mahender Singh,Prerika Arora,Aradhya Taing,Anmol Khatri
Bhanwarey,2017,120 min,Comedy,6.8,58,Shaurya Singh,Shaurya Singh,Karhan Dev,Jashan Singh Kohli
Bhasmasur,2017,74 min,Drama,6.8,132,Nishil Sheth,Imran Rasheed,Mittal Chouhan,Trimala Adhikari
Bheja Fry 3,2017,,Comedy,6.8,15,Sagar Ballary,Vinay Pathak,Rajat Kapoor,
Bhoomi,2017,136 min,"Action, Crime, Drama",5.3,"1,755",Omung Kumar,Sharad Kelkar,Sunny Leone,Aditi Rao Hydari
Biharflood Madad Ek Sahyog,2017,,Documentary,,,Manis Gupta,Ranjan Mistry,,
Bioscopewala,2017,91 min,Drama,7.6,882,Deb Medhekar,Danny Denzongpa,Geetanjali Thapa,Adil Hussain
Bitch,2017,82 min,"Adventure, Comedy, Drama",5.5,11,Csaba Bene Perlenberg,Amanda Ooms,Lars-Erik Berenett,Anders Granström
Bloody Psycho,2017,115 min,Thriller,,,Irfan Khan,Soni Patel,Brijesh Tiwari,
Blue Mountains,2017,134 min,"Drama, Family, Musical",5.7,51,Suman Ganguli,Sapna Awasthi,Nitin Bali,Amit Behl
Boichek,2017,85 min,"Drama, Thriller",6.3,24,Santosh Sivan,Chandra Shekhar Dutta,Sugandha Garg,Brijendra Kala
Bold & Beautiful Sherni,2017,,Action,,,Dhananjay Galani,Rajesh Desai,Rahul Dutta,Dhananjay Galani
Buchcha,2017,89 min,"Adventure, Drama, Family",7.2,6,Pankaj Kumar,Shabana Afreen,Dharmendra Ahirwar,Pooja Bharti
Buddha.mov,2017,70 min,,6.7,33,Kabir Mehta,,,
Bumbai Bird,2017,85 min,Drama,,,Kamal Musale,Rohit Pathak,Rajiv Ranjan,Kanupriya Sharma
Call for Fun,2017,126 min,Comedy,5.6,36,Janak Toprani,Priyanka Arya,Charu Asopa,Yash Chaturvedi
Chakallaspur,2017,,Drama,,,Rajnish Jaiswal,Muntazir Ahmad,Krishna Singh Bisht,Urmila Mahanta
Chakkar,2017,82 min,"Comedy, Drama, Family",,,Ramveer Tomar,Rajender Kashyap,Uttar Kumar,Lovely Sharma
Chauhar,2017,123 min,Drama,6.8,15,Raghubeer Singh,Muntazir Ahmad,Richa Dixit,Vivek Jha
Chef,2017,133 min,"Comedy, Drama, Family",5.7,"2,229",Raja Menon,Saif Ali Khan,Padmapriya,Svar Kamble
Commando 2,2017,144 min,"Action, Adventure, Thriller",5.3,"3,015",Deven Bhojani,Vidyut Jammwal,Adah Sharma,Esha Gupta
Cottage No. 212,2017,145 min,Horror,,,Kurne Tahirhusen,,,
Daak Ghar,2017,,Drama,,,Nagesh Kukunoor,Krish Chhabria,Hetal Gada,Saurabh Goyal
Daddy,2017,134 min,"Action, Biography, Crime",6.4,"1,886",Ashim Ahluwalia,Arjun Rampal,Aishwarya Rajesh,Nishikant Kamat
Daddy's Daughter,2017,97 min,Drama,7.7,40,Abhimanyu Chauhan,Mithilesh Chaturvedi,Farheen Khan,Garima Rastogi
Days and Nights on Earth,2017,75 min,Drama,8.1,15,Piyush Sharma,Charvi Dutta,Rishi Singh,Anuj Sen
Dear Maya,2017,111 min,"Drama, Romance",5.8,390,Sunaina Bhatnagar,Manisha Koirala,Madiha Imam,Shreya Chaudhary
Deliyans,2017,,Biography,,,Ranveer Pratap Singh,Garima Agarwal,Anjali Arora,Aishwarrya Khanna
Desi Wrestler: The Power of Bull,2017,110 min,"Action, Drama",,,Bhupendra Singh,Bhupendra Singh,Khan Tariq Warsi,Soni Jha
Dhakad Lover,2017,126 min,Drama,,,Ramveer Tomar,Kavita Joshi,Uttar Kumar,
Dhh,2017,128 min,"Drama, Family",7.8,235,Manish Saini,Naseeruddin Shah,Kahaan,Karan Patel
Dil Jo Na Keh Saka,2017,130 min,Romance,5.3,103,Naresh Lalwani,Himansh Kohli,Priya Banerjee,Bhuvnesh Mann
DNA of Love,2017,,Romance,,,Amit Kasaria,Gulki Joshi,Adhyayan Suman,Yuri Suri
Dobaara: See Your Evil,2017,106 min,"Horror, Mystery",3.7,325,Prawaal Raman,Adil Hussain,Huma Qureshi,Madalina Bellariu Ion
Door Bell,2017,99 min,Drama,4,7,Agrawal Mukesh Narayan,Shubhra Ghosh,Nataliya Kozhenova,Nishant Kumar
Dream Zindagi,2017,198 min,Drama,,,Raj Rajawat,Shubhra Ghosh,Aliya Khan,Seema Singh
Dry,2017,103 min,Drama,,,Vishakh Punna,Roshan Mathews,Navas M.H.,Sulfi Sulfikar
Duniya Khatam Ho Rahi Hai,2017,110 min,Comedy,,,Karan Kashyap,Rahul Bhardwaj,Amit Kasera,Shirish Soni
Ek Anokhi Dulhan - Saavi,2017,101 min,Drama,,,Rajeev Kumar,Daljinder Basran,Mahabir Bhullar,Manni Boparai
Ek Haseena Thi Ek Deewana Tha,2017,105 min,Drama,2.5,104,Suneel Darshan,Shiv Darshan,Natasha Fernandez,Upen Patel
Ek Raat,2017,156 min,Drama,,,Ali Khan,Nitra Shomy,,
Eli Eli Lama Sabachthani?,2017,,Crime,6.7,18,Jiju Antony,Girish Nair,Sanal Aman,Rajshri Deshpande
Exotic Bride,2017,,Drama,,,Mansi Dovhal,Amit Bhaskar,Prem Chopra,Mansi Dovhal
Famous Pandey,2017,104 min,Drama,4.9,8,Ekant Babani,Rahul Bagga,Dharmendra Singh,Meher Vij
Firangi,2017,158 min,"Comedy, Drama",4.4,"1,081",Rajiv Dhingra,Kapil Sharma,Ishita Dutta,Monica Gill
Flat 211,2017,105 min,"Crime, Mystery, Thriller",5.1,83,Sunil Sanjan,Jayesh Raj,Sonal Singh,Samonica Shrivastava
For Bindiya Call Jugnu,2017,85 min,Drama,,,Arjun Bagga,Amit Sial,Annukampa Harsh,Razak Khan
Foser Villy,2017,117 min,"Comedy, Drama",,,Vikram Singh Parihar,,,
Fukrey Returns,2017,141 min,Comedy,6.5,"4,890",Mrighdeep Lamba,Pulkit Samrat,Varun Sharma,Ali Fazal
G Kutta Se,2017,104 min,Drama,8.3,47,Rahul Dahiya,Rajveer Ankur Singh,Neha Chauhan,Vibha Tyagi
G: A Dark Tale of Desires,2017,120 min,"Crime, Drama, Mystery",,,Rahul Dahiya,Ankur Singh,,
Game of Ayodhya,2017,148 min,"Documentary, Drama",6.5,8,Sunil Singh,Arun Bakshi,Abhay Bhargava,Makrand Deshpande
Game Over,2017,140 min,Thriller,7.1,89,Paresh Vinodray Savani,Rima Mishra,Rajesh Sharma,Yashpal Sharma
Gangs of North East,2017,114 min,Thriller,,,Rupak Gogoi,Vivek Bora,Rewati Chetri,Fairy Priya Ahmed
Ghanta Chori Ho Gaya,2017,120 min,Comedy,,,Nirbhay Chaudhary,Nimai Bali,Shahbaaz Khan,Raghvendra Tiwari
Ghar Damad,2017,,Comedy,,,Lv Siva,Gullu Dada,Farukh Khan,Peerti Nigam
Ghat Ghat Ka Paani,2017,68 min,Documentary,7.8,9,Akash Shukla,,,
Gimbago the Dark Knight,2017,,Horror,,,Vijay Kumar,,,
Gol Gattam,2017,81 min,"Comedy, Drama, Sport",,,Anuj Pandey,Ashay Vyas,Shardul Golwalkar,Taha Hussain
Golmaal Again,2017,140 min,"Action, Comedy, Fantasy",5,"8,423",Rohit Shetty,Ajay Devgn,Arshad Warsi,Tabu
Golmaal Kids,2017,146 min,Comedy,,,Yogesh Varma,Kiran Janjani,Preeti Puri,Rahki Tondon
GRADE,2017,64 min,Drama,6.1,27,Anup Samaddar,Mrinalini Chatterjee,Swati Ghosh,Mrinalini Chatterjee
GST - Galti Sirf Tumhari,2017,,Drama,4.7,6,Suryakant Tyagi,Navi Bhangu,Poonam Pandey,Manisha Thakur
Guest iin London,2017,132 min,Comedy,5.4,"1,770",Ashwani Dhir,Kartik Aaryan,Kriti Kharbanda,Paresh Rawal
Half Girlfriend,2017,135 min,"Drama, Romance",4.4,"6,621",Mohit Suri,Seema Biswas,Shraddha Kapoor,Vikrant Massey
Hanuman Da Damdaar,2017,105 min,"Animation, Family",5.4,131,Ruchi Narain,Salman Khan,Sunny Deol,Raveena Tandon
Haq E Sailani,2017,130 min,"Crime, Drama, Family",,,Sandeep Solanki,,,
Hind Ka Napak Ko Jawab,2017,130 min,"Action, Thriller",6.6,"3,993",Honeypreet Insan,Gurmeet Ram Rahim Singh,Gurmeet Ram Rahim Singh,Honeypreet Insan
Hindi Medium,2017,132 min,"Comedy, Drama",7.9,"24,676",Saket Chaudhary,Irrfan Khan,Saba Qamar,Dishita Sehgal
Honey Bunny in Bank Robbery,2017,47 min,"Animation, Comedy",,,Vijay Roche,Deepak Nair,Dolly Lopes,Meena Nahata
Horror Night,2017,115 min,Horror,3.5,11,Suraj Bharti,Sahilraj Dewangen,Johnny Janarden,Shubham Kathe
Hotel Beautifool,2017,130 min,Comedy,5.8,10,Sammir i Patel,Rajith Menon,Brijendra Kala,Johnny Lever
