Movie,Years,Duration,Genre,Rating,Unnamed: 5,Actor_1,Actor_2,Actor_3,Actor_4
Stree,2018,128 min,"Comedy, Horror",7.6,"29,900",Amar Kaushik,Rajkummar Rao,Shraddha Kapoor,Pankaj Tripathi
Sui Dhaaga,2018,122 min,"Comedy, Drama",6.8,"7,421",Sharat Katariya,Anushka Sharma,Varun Dhawan,Raghuvir Yadav
Summer Camp,2018,128 min,"Comedy, Drama",7.1,16,Kunal v Singh,Saurabh Agarwal,Altaf,Manish Garg
T for Taj Mahal,2018,104 min,Drama,8.7,93,Kireet Khurana,Subrat Dutta,Pitobash,Manoj Pahwa
Taapmaan,2018,70 min,"Action, Drama",9.9,,Prashast Singh,Prashast Singh,,
Tears in Khushi,2018,93 min,Family,1.2,,Ravneet Kaur,Bhavya Anand,Arjun Aneja,Jagnoor Aneja
Teri Bhabhi Hai Pagle,2018,125 min,"Action, Comedy",3.1,125,Vinod Tiwari,Rajniesh Duggall,Nazia Hussain,Krishna Abhishek
Terror Strike,2018,104 min,Action,6.2,9,Kamal Nathani,Rajat Bedi,Gayatri,Raj Hussain
The Colour of My Home,2018,49 min,Documentary,7.2,,Sanjay Barnela,,,
The Dark Side of Life: Mumbai City,2018,125 min,Drama,5.9,478,Tariq Khan,Avii,Mahesh Bhatt,Sayed Gul
The Indian Post Graduate,2018,105 min,Drama,4.2,8,Krishna Gopal,Ajay Arya,Shree Radhe Khanduja,
The Journey of Karma,2018,98 min,Drama,6.6,89,Jagbir Dahiya,Shakti Kapoor,Poonam Pandey,Gauri Shankar
The Joyous Nights of a Ridiculous Man,2018,110 min,Drama,4.1,,Sharad Raj,,,
The Night Light of the Earth,2018,75 min,Documentary,5.0,,Gizem Ibak,Anna,Umur Dagli,Gizem Ibak
The Past,2018,120 min,"Drama, Horror",3.5,164,Gagan Puri,Sonia Albizuri,Samiksha Bhatt,Yuvraaj Parashar
The Tribal Scoop,2018,50 min,Documentary,1.5,,Beeswaranjan Pradhan,,,
The Window,2018,118 min,"Drama, Mystery",7,33,V.K. Choudhary,Atul Hanwat,Praveen Maheswari,Sayoni Mishra
Three and a Half,2018,121 min,Drama,6.6,228,Dar Gai,Dheer Momaya,Arya Dave,Chandani Grover
Thugs of Hindostan,2018,164 min,"Action, Adventure",4.1,"18,219",Vijay Krishna Acharya,Aamir Khan,Amitabh Bachchan,Katrina Kaif
Tishnagi,2018,136 min,"Romance, Thriller",4.1,27,Sameer Khan,Shrivastava Anushka,Israil Khan,Sarthak Pradhan
Toba Tek Singh,2018,75 min,"Drama, History",6.9,118,Ketan Mehta,Pankaj Kapur,Vinay Pathak,N.K. Pant
Tony: My Mentor the Serial Killer,2018,124 min,Thriller,7.9,485,Vipul K. Rawal,Mahesh Jilowa,Yashodhan Rana,Manoj Chandila
Touttay,2018,52 min,"Drama, History",3.5,,Shashank Shekhar Singh,Piyush Kumar,Anil Mishra,Raaj Singh
Trippy Trip,2018,54 min,"Horror, Mystery, Thriller",5.4,,Sanket Verma,Naveen Pandita,Annie Gill,Miuruti Batkar
Tumbbad,2018,104 min,"Drama, Fantasy, Horror",8.3,"32,920",Rahi Anil Barve,Anand Gandhi,Adesh Prasad,Sohum Shah
Turning Point,2018,142 min,"Action, Drama, Musical",6.2,20,Sudhir Durlabh Tandel,,,
Udanchhoo,2018,123 min,Comedy,3.5,43,Vipin Parashar,Prem Chopra,Ashutosh Rana,Rajniesh Duggall
Uns,2018,107 min,"Drama, Romance",4.1,,Singh Sahab,Mirza Azhar,Shirin Parveen,Samir Raees
Uri: The Surgical Strike,2018,138 min,"Action, Drama, War",8.2,"45,981",Aditya Dhar,Vicky Kaushal,Paresh Rawal,Mohit Raina
Vada Chennai,2018,164 min,"Action, Crime, Drama",8.5,"13,120",Vetrimaaran,Dhanush,Ameer Sultan,Radha Ravi
Vaibhav Sethia: Don't,2018,61 min,Comedy,6.9,187,Manu Prakash Singh,Vaibhav Sethia,,
Vaña Vaasiyon,2018,84 min,Documentary,5.8,,Purabi Bose,,,
Veere Di Wedding,2018,135 min,Comedy,3.2,"12,000",Shashanka Ghosh,Kareena Kapoor,Sonam Kapoor,Neena Gupta
Veerey Ki Wedding,2018,131 min,"Comedy, Romance",2.8,498,Ashu Trikha,Pulkit Samrat,Jimmy Sheirgill,Kriti Kharbanda
Vidyoday,2018,108 min,Documentary,9.2,35,Vidhi Kasliwal,Aarti S. Bagdi,Alok Nath,
Vikas Ki Bahu,2018,109 min,"Comedy, Drama, Family",6.3,,Dinesh Chaudhary,Kavita Joshi,Uttar Kumar,
Vishwaroopam 2,2018,145 min,"Action, Thriller",5.9,"2,314",Kamal Haasan,Kamal Haasan,Rahul Bose,Shekhar Kapur
Vodka Diaries,2018,120 min,"Mystery, Thriller",5.6,"1,287",Kushal Srivastava,Kay Kay Menon,Raima Sen,Mandira Bedi
Wai Guo Ren,2018,81 min,Documentary,7.0,,Maaria Sayed,,,
Waterschool,2018,67 min,Documentary,6.3,60,Tiffanie Hsu,,,
Welcome M1LL10NS,2018,117 min,"Crime, Mystery, Thriller",6,11,Milroy Goes,Sohan Borcar,Joanne Da Cunha,Razak Khan
Welcome to New York,2018,118 min,"Comedy, Drama",1.6,774,Chakri Toleti,Richard Harris,Jasmine Kaur,Sonakshi Sinha
When Obama Loved Osama,2018,116 min,Comedy,4.9,34,Sudhish Kumar Sharma,Amrita Acharya,Muntazir Ahmad,Kimti Anand
Who,2018,153 min,"Mystery, Sci-Fi",5.1,260,Ajay Devaloka,Sajin Saleem,Akhil,Arjun
Will fly,2018,66 min,"Drama, Family",8.5,,Junaid Khalifa,Poonam Gurung,Ayush Allay,Dil Kumari Shrestha
Win Marathon,2018,94 min,"Drama, Sport",9,70,Aryan Neeraaj Anand,Shubhanshu Satyadeo,Aryan Neeraaj Anand,Ankita Bahuguna
Wo India Ka Shakespeare,2018,120 min,"Romance, Thriller",7.0,,Suresh Mandal,Raj Aryan,Raza Murad,Yogita Rajput
Yamla Pagla Deewana Phir Se,2018,145 min,"Action, Comedy, Drama",4.5,"1,100",Navaniat Singh,Dharmendra,Sunny Deol,Bobby Deol
Ye Hai Gudgudee Zindagi Ki,2018,102 min,Comedy,4.3,,Sandeep Solanki,Shefali Patel,Gehana Vasisth,Dillzan Wadia
Yeh Hai Paranormal Ishq,2018,155 min,Horror,6.4,,Gulzar Bhatia,Sameer Kapoor,Sneha Namanandi,Amit Pundir
Yeh Kaisa Tigdam,2018,133 min,Drama,6.1,10,Ismail Darbar,Ashutosh Rana,Sakshi Chaudhary,Ajaz Khan
Yours Truly,2018,84 min,Drama,5.9,102,Sanjoy Nag,Soni Razdan,Aahana Kumra,Pankaj Tripathi
Youth Future,2018,132 min,Drama,5.6,,Balwant Singh Suri,Preet Jitpal,Victor John,Rupa Khurana
Zero,2018,164 min,"Comedy, Drama, Romance",5.4,"24,784",Aanand L. Rai,Shah Rukh Khan,Anushka Sharma,Katrina Kaif
Zoo,2018,100 min,Drama,5.7,78,Shlok Sharma,Shashank Arora,Prince Daniel,Shatakshi Gupta
127 B,2017,116 min,"Comedy, Horror",6.6,26,Seshu Kmr,Mast Ali,Aziz Naser,Heena Shaik
1982 - A Love Marriage,2017,113 min,Comedy,5.5,106,Prashant Gore,Amitkumar Sharma,Omna,Rita Agarwal
2016 the End,2017,130 min,Comedy,6.1,94,Jaideep Chopra,Divyendu Sharma,Kiku Sharda,Harshad Chopda
9 O' Clock,2017,124 min,Action,5.3,9,Amrit Raj Thakur,Arun Bakshi,Ajeet Goswami,Rohit Rajawat
A Daughter's Tale PANKH,2017,145 min,Drama,6.3,10,Premraaj,Rajinder Verma,Sunil Lahri,Nishigandha Wad
A Gentleman,2017,145 min,"Action, Comedy",6.2,"5,227",Krishna D.K.,Raj Nidimoru,Sidharth Malhotra,Jacqueline Fernandez
A Suitable Girl,2017,90 min,Documentary,6.9,337,Sarita Khurana,Smriti Mundhra,Sima Taparia,
A Twist of Date,2017,110 min,"Comedy, Horror, Mystery",2.8,,Kashmera Shah,Kashmera Shah,,
Aa Gaya Hero,2017,123 min,Action,2.7,339,Dipankar Senapati,Govinda,Richa Sharma,Poonam Pandey
Adrishya,2017,106 min,"Drama, Family, Horror",3.3,102,Sandeep Chatterjee,Nishat Mallick,Archana Kotwal,Ravi Kumar
Ajab Singh Ki Gajab Kahani,2017,115 min,Drama,5.8,52,Rishi Prakash Mishra,Ajay Kumar Singh,Vikas Giri,Rajesh Jais
Ajji,2017,104 min,Drama,6.9,973,Devashish Makhija,Sushama Deshpande,Smita Tambe,Sharvani Suryavanshi
Aksar 2,2017,127 min,"Crime, Drama, Mystery",3.6,417,Ananth Narayan Mahadevan,Zareen Khan,Gautam Rode,Lillete Dubey
Alif,2017,120 min,Drama,6.5,137,Zaigham Imam,Neelima Azim,Pawan Tiwari,Bhavna Pani
Amal,2017,87 min,"Crime, Drama, Fantasy",4.5,,Afnan Amrohi,Afnan Amrohi,,
Anaarkali of Aarah,2017,113 min,Drama,5.9,"1,636",Avinash Das,Pankaj Tripathi,Swara Bhaskar,Sanjay Mishra
Arranged,2017,67 min,"Drama, Romance",6.6,,Mritunjay Sharma,,,
Aryans,2017,101 min,"Comedy, History",4.4,,Anmol Mishra,Tom Alter,Eloise Antonie,Keiran Arthur
Ashley,2017,103 min,Thriller,3.7,12,Kewal Singh,Rishi Bhutani,Dolly Chawla,Gurleen Chopra
Ashwatthama,2017,120 min,Fantasy,4.5,,Pushpendra Singh,,,
Avsar,2017,70 min,"Drama, Romance",6,27,Mohit Goswami,Anuj Jain,Vikrant Verma,Apurva Chowdhary
B for Bundelkhand,2017,117 min,Drama,8.8,5,Vishal Mourya,Bharat Chawla,Nemi Chandra Jha,Moumita Nandi
B.A. Pass 2,2017,125 min,Drama,2.1,419,Shadab Khan,Shadab Khan,Kritika Sachdeva,Satiiysh Saarathy Sasho
Baadshaho,2017,136 min,"Action, Adventure, Thriller",4.9,"4,454",Milan Luthria,Ajay Devgn,Ileana D'Cruz,Emraan Hashmi
Baaki Itihaas,2017,127 min,Drama,7.3,16,Nikhil Mahajan,Zakir Hussain,Amruta Khanvilkar,Ravi Khanvilkar
Baaraat Company,2017,124 min,"Comedy, Romance",6.2,179,Syed Ahmad Afzal,Sandeepa Dhar,Archana Gautam,Anurita Jha
Babumoshai Bandookbaaz,2017,122 min,"Action, Crime, Thriller",6.9,"1,974",Kushan Nandy,Nawazuddin Siddiqui,Bidita Bag,Jatin Goswami
Back to Dad,2017,120 min,Drama,8.2,9,Prabhat Kumar,Suvahhdan Angre,Kalpana Bhattarai,Samuel Kamble
Badrinath Ki Dulhania,2017,139 min,"Comedy, Drama, Romance",6.1,"10,865",Shashank Khaitan,Varun Dhawan,Alia Bhatt,Sahil Vaid
Baiyko,2017,74 min,Thriller,9.6,,Rohit Shukre,Melvin Philip,,
Bal Ganesh and the PomZom Planet,2017,81 min,Animation,2.3,9,Vijay S. Bhanushali,Vidit Kumar,Parminder Ghumman,Sanjeev Tiwari
Ballavpur Ki Roopkatha,2017,120 min,Comedy,7.5,17,Akhilesh Jaiswal,Anil Charanjeett,Abha Parmar,Ankita Shrivastav
Bank Chor,2017,120 min,"Action, Comedy, Crime",5.9,"2,603",Bumpy,Riteish Deshmukh,Vivek Oberoi,Rhea Chakraborty
Befikar Besahare,2017,93 min,Drama,5.9,,Rutwij Vaidya,Mukesh Ahuja,Pratibha Amrutey,Raju Bhati
Begum Jaan,2017,128 min,"Action, Drama, History",5.6,"2,626",Srijit Mukherji,Amitabh Bachchan,Pallavi Sharda,Naseeruddin Shah
Behen Hogi Teri,2017,128 min,Comedy,5.6,"1,873",Ajay Pannalal,Arvind Singh Rajpoot,Rajkummar Rao,Shruti Haasan
Bewajah,2017,127 min,Thriller,6.3,30,Jagat Joon,Anshu,Vishvendra Singh,Dhirendra Gupta
Beyond the Clouds,2017,120 min,"Drama, Family",7,"2,148",Majid Majidi,Ishaan Khattar,Malavika Mohanan,Goutam Ghose
Bhamashah,2017,83 min,Drama,6.2,11,Vikram Nath Gupta,Dharmendra Gohil,Daya Shankar Pandey,Manoj Shah
Bhangarh: The Last Episode,2017,84 min,Horror,5.5,15,Anil Bajpai,Prashant Barot,Deepanshu Malik,Rumana Molla
Bhangover,2017,115 min,Comedy,5.1,34,Mahender Singh,Prerika Arora,Aradhya Taing,Anmol Khatri
Bhanwarey,2017,120 min,Comedy,6.8,58,Shaurya Singh,Shaurya Singh,Karhan Dev,Jashan Singh Kohli
Bhasmasur,2017,74 min,Drama,6.8,132,Nishil Sheth,Imran Rasheed,Mittal Chouhan,Trimala Adhikari
Bhoomi,2017,136 min,"Action, Crime, Drama",5.3,"1,755",Omung Kumar,Sharad Kelkar,Sunny Leone,Aditi Rao Hydari
Bioscopewala,2017,91 min,Drama,7.6,882,Deb Medhekar,Danny Denzongpa,Geetanjali Thapa,Adil Hussain
Bitch,2017,82 min,"Adventure, Comedy, Drama",5.5,11,Csaba Bene Perlenberg,Amanda Ooms,Lars-Erik Berenett,Anders Granström
Bloody Psycho,2017,115 min,Thriller,9.5,,Irfan Khan,Soni Patel,Brijesh Tiwari,
Blue Mountains,2017,134 min,"Drama, Family, Musical",5.7,51,Suman Ganguli,Sapna Awasthi,Nitin Bali,Amit Behl
Boichek,2017,85 min,"Drama, Thriller",6.3,24,Santosh Sivan,Chandra Shekhar Dutta,Sugandha Garg,Brijendra Kala
Buchcha,2017,89 min,"Adventure, Drama, Family",7.2,6,Pankaj Kumar,Shabana Afreen,Dharmendra Ahirwar,Pooja Bharti
Bumbai Bird,2017,85 min,Drama,7.5,,Kamal Musale,Rohit Pathak,Rajiv Ranjan,Kanupriya Sharma
Call for Fun,2017,126 min,Comedy,5.6,36,Janak Toprani,Priyanka Arya,Charu Asopa,Yash Chaturvedi
Chakkar,2017,82 min,"Comedy, Drama, Family",5.8,,Ramveer Tomar,Rajender Kashyap,Uttar Kumar,Lovely Sharma
Chauhar,2017,123 min,Drama,6.8,15,Raghubeer Singh,Muntazir Ahmad,Richa Dixit,Vivek Jha
Chef,2017,133 min,"Comedy, Drama, Family",5.7,"2,229",Raja Menon,Saif Ali Khan,Padmapriya,Svar Kamble
Commando 2,2017,144 min,"Action, Adventure, Thriller",5.3,"3,015",Deven Bhojani,Vidyut Jammwal,Adah Sharma,Esha Gupta
Cottage No. 212,2017,145 min,Horror,9.8,,Kurne Tahirhusen,,,
Daddy,2017,134 min,"Action, Biography, Crime",6.4,"1,886",Ashim Ahluwalia,Arjun Rampal,Aishwarya Rajesh,Nishikant Kamat
Daddy's Daughter,2017,97 min,Drama,7.7,40,Abhimanyu Chauhan,Mithilesh Chaturvedi,Farheen Khan,Garima Rastogi
Days and Nights on Earth,2017,75 min,Drama,8.1,15,Piyush Sharma,Charvi Dutta,Rishi Singh,Anuj Sen
Dear Maya,2017,111 min,"Drama, Romance",5.8,390,Sunaina Bhatnagar,Manisha Koirala,Madiha Imam,Shreya Chaudhary
Desi Wrestler: The Power of Bull,2017,110 min,"Action, Drama",6.1,,Bhupendra Singh,Bhupendra Singh,Khan Tariq Warsi,Soni Jha
Dhakad Lover,2017,126 min,Drama,4.7,,Ramveer Tomar,Kavita Joshi,Uttar Kumar,
Dhh,2017,128 min,"Drama, Family",7.8,235,Manish Saini,Naseeruddin Shah,Kahaan,Karan Patel
Dil Jo Na Keh Saka,2017,130 min,Romance,5.3,103,Naresh Lalwani,Himansh Kohli,Priya Banerjee,Bhuvnesh Mann
Dobaara: See Your Evil,2017,106 min,"Horror, Mystery",3.7,325,Prawaal Raman,Adil Hussain,Huma Qureshi,Madalina Bellariu Ion
Door Bell,2017,99 min,Drama,4,7,Agrawal Mukesh Narayan,Shubhra Ghosh,Nataliya Kozhenova,Nishant Kumar
Dream Zindagi,2017,198 min,Drama,3.3,,Raj Rajawat,Shubhra Ghosh,Aliya Khan,Seema Singh
Dry,2017,103 min,Drama,2.1,,Vishakh Punna,Roshan Mathews,Navas M.H.,Sulfi Sulfikar
Duniya Khatam Ho Rahi Hai,2017,110 min,Comedy,1.7,,Karan Kashyap,Rahul Bhardwaj,Amit Kasera,Shirish Soni
Ek Anokhi Dulhan - Saavi,2017,101 min,Drama,8.4,,Rajeev Kumar,Daljinder Basran,Mahabir Bhullar,Manni Boparai
Ek Haseena Thi Ek Deewana Tha,2017,105 min,Drama,2.5,104,Suneel Darshan,Shiv Darshan,Natasha Fernandez,Upen Patel
Ek Raat,2017,156 min,Drama,5.3,,Ali Khan,Nitra Shomy,,
Famous Pandey,2017,104 min,Drama,4.9,8,Ekant Babani,Rahul Bagga,Dharmendra Singh,Meher Vij
Firangi,2017,158 min,"Comedy, Drama",4.4,"1,081",Rajiv Dhingra,Kapil Sharma,Ishita Dutta,Monica Gill
Flat 211,2017,105 min,"Crime, Mystery, Thriller",5.1,83,Sunil Sanjan,Jayesh Raj,Sonal Singh,Samonica Shrivastava
For Bindiya Call Jugnu,2017,85 min,Drama,9.4,,Arjun Bagga,Amit Sial,Annukampa Harsh,Razak Khan
Foser Villy,2017,117 min,"Comedy, Drama",6.6,,Vikram Singh Parihar,,,
Fukrey Returns,2017,141 min,Comedy,6.5,"4,890",Mrighdeep Lamba,Pulkit Samrat,Varun Sharma,Ali Fazal
G Kutta Se,2017,104 min,Drama,8.3,47,Rahul Dahiya,Rajveer Ankur Singh,Neha Chauhan,Vibha Tyagi
G: A Dark Tale of Desires,2017,120 min,"Crime, Drama, Mystery",7.0,,Rahul Dahiya,Ankur Singh,,
Game of Ayodhya,2017,148 min,"Documentary, Drama",6.5,8,Sunil Singh,Arun Bakshi,Abhay Bhargava,Makrand Deshpande
Game Over,2017,140 min,Thriller,7.1,89,Paresh Vinodray Savani,Rima Mishra,Rajesh Sharma,Yashpal Sharma
Gangs of North East,2017,114 min,Thriller,2.8,,Rupak Gogoi,Vivek Bora,Rewati Chetri,Fairy Priya Ahmed
Ghanta Chori Ho Gaya,2017,120 min,Comedy,7.9,,Nirbhay Chaudhary,Nimai Bali,Shahbaaz Khan,Raghvendra Tiwari
Ghat Ghat Ka Paani,2017,68 min,Documentary,7.8,9,Akash Shukla,,,
Gol Gattam,2017,81 min,"Comedy, Drama, Sport",3.4,,Anuj Pandey,Ashay Vyas,Shardul Golwalkar,Taha Hussain
Golmaal Again,2017,140 min,"Action, Comedy, Fantasy",5,"8,423",Rohit Shetty,Ajay Devgn,Arshad Warsi,Tabu
Golmaal Kids,2017,146 min,Comedy,9.3,,Yogesh Varma,Kiran Janjani,Preeti Puri,Rahki Tondon
GRADE,2017,64 min,Drama,6.1,27,Anup Samaddar,Mrinalini Chatterjee,Swati Ghosh,Mrinalini Chatterjee
Guest iin London,2017,132 min,Comedy,5.4,"1,770",Ashwani Dhir,Kartik Aaryan,Kriti Kharbanda,Paresh Rawal
Half Girlfriend,2017,135 min,"Drama, Romance",4.4,"6,621",Mohit Suri,Seema Biswas,Shraddha Kapoor,Vikrant Massey
Hanuman Da Damdaar,2017,105 min,"Animation, Family",5.4,131,Ruchi Narain,Salman Khan,Sunny Deol,Raveena Tandon
Haq E Sailani,2017,130 min,"Crime, Drama, Family",8.1,,Sandeep Solanki,,,
Hind Ka Napak Ko Jawab,2017,130 min,"Action, Thriller",6.6,"3,993",Honeypreet Insan,Gurmeet Ram Rahim Singh,Gurmeet Ram Rahim Singh,Honeypreet Insan
Hindi Medium,2017,132 min,"Comedy, Drama",7.9,"24,676",Saket Chaudhary,Irrfan Khan,Saba Qamar,Dishita Sehgal
Honey Bunny in Bank Robbery,2017,47 min,"Animation, Comedy",3.0,,Vijay Roche,Deepak Nair,Dolly Lopes,Meena Nahata
Horror Night,2017,115 min,Horror,3.5,11,Suraj Bharti,Sahilraj Dewangen,Johnny Janarden,Shubham Kathe
Hotel Beautifool,2017,130 min,Comedy,5.8,10,Sammir i Patel,Rajith Menon,Brijendra Kala,Johnny Lever
Idgah,2017,77 min,"Drama, Family",6.5,,Piyush Panjuani,Ziya Azizi,Shabana Azmi,Shahid Lateef
III Smoking Barrels,2017,127 min,Drama,6.5,117,Sanjib Dey,Subrat Dutta,Indraneil Sengupta,Mandakini Goswami
In Our Country Cinema Is the Most Popular & Most Corrupt Art Form,2017,76 min,"Documentary, Drama",7.3,,Uttam Halder,Sanjeet Kumar,Uttam Halder,Sameer Potade
In the Shadows,2017,117 min,"Drama, Thriller",7.1,577,Dipesh Jain,Manoj Bajpayee,Ranvir Shorey,Neeraj Kabi
Indu Sarkar,2017,139 min,"Drama, Thriller",6,"1,446",Madhur Bhandarkar,Kirti Kulhari,Tota Roy Chowdhury,Neil Nitin Mukesh
Iraade,2017,84 min,"Drama, Romance",3.8,,Marina Libik,Ashlesha Prabhu,Chirag Saluja,Akshay Kulkarni
Irada,2017,109 min,"Drama, Mystery, Thriller",6.3,"1,284",Aparnaa Singh,Naseeruddin Shah,Arshad Warsi,Divya Dutta
Ishq Ka Manjan,2017,135 min,"Comedy, Drama",5.8,12,Ramkumar Pawadia,Munesh Nehra,Asrani,Shakti Kapoor
ISIS,2017,92 min,Action,6.4,18,Yuvraj Kumar,Amrityan,Moshin Bhat,Snighdadeep Chatterji
ISIS: Enemies of Humanity,2017,135 min,Action,7.5,8,Yuvraj Kumar,Yuvraj Kumar,Manon Faure,Rasheed Naz
Ittefaq,2017,105 min,"Crime, Mystery, Thriller",7.2,"10,842",Abhay Chopra,Sidharth Malhotra,Sonakshi Sinha,Akshaye Khanna
J.D.,2017,127 min,Drama,5.3,18,Shailendra Pandey,Rina Charaniya,Arvind Gaur,Jaswir Kaur
Jaan Tu Hain Ke Nahin,2017,110 min,"Comedy, Horror, Mystery",3.4,,Kashmera Shah,,,
Jab Harry Met Sejal,2017,143 min,"Comedy, Drama, Romance",5.3,"19,349",Imtiaz Ali,Shah Rukh Khan,Anushka Sharma,Björn Freiberg
Jagga Jasoos,2017,161 min,"Action, Adventure, Comedy",6.5,"9,428",Anurag Basu,Ranbir Kapoor,Katrina Kaif,Saswata Chatterjee
Jattu Engineer,2017,139 min,Comedy,5.8,"3,336",Honeypreet Insan,Gurmeet Ram Rahim Singh,Muntazir Ahmad,Amardeep Insan
Jeena Isi Ka Naam Hai,2017,173 min,Drama,5.4,99,Keshhav Panneriy,Arbaaz Khan,Himansh Kohli,Ashutosh Rana
Jia aur Jia,2017,93 min,Drama,4.4,167,Howard Rosemeyer,Richa Chadha,Kalki Koechlin,Arslan Goni
Jihad,2017,144 min,Drama,8.6,47,Rakesh Parmaar,Farhad Ahmed Dehlvi,Alfeeya Donna,Ahmer Haider
Jolly LLB 2,2017,137 min,"Comedy, Drama",7.2,"23,030",Subhash Kapoor,Akshay Kumar,Huma Qureshi,Saurabh Shukla
Judwaa 2,2017,145 min,"Action, Comedy",3.6,"9,622",David Dhawan,Varun Dhawan,Jacqueline Fernandez,Taapsee Pannu
Julie 2,2017,159 min,"Drama, Romance, Thriller",2.3,311,Deepak S. Shivdasani,Nishikant Kamat,Raai Laxmi,Rati Agnihotri
Junko,2017,78 min,Crime,3.1,8,Abhinav Thakur,Neelam Deysarkar,Aayush Thakur,Aarav Mavi
JUNOON: Once Upon A Time In Calcutta,2017,136 min,Action,2.5,,Kumaar Aadarsh,Kumaar Aadarsh,Alia Khan Dar,Naina Mondal
Kaabil,2017,139 min,"Action, Crime, Drama",7.1,"24,942",Sanjay Gupta,Hrithik Roshan,Yami Gautam,Ronit Roy
Kaagaz Ki Kashti,2017,127 min,Documentary,8.9,203,Brahmanand S. Singh,Ghulam Ali,Talat Aziz,Mahesh Bhatt
Kadamban,2017,142 min,"Action, Adventure, Drama",5.3,417,N. Ragavan,Arya,Catherine Tresa,Deepraj Rana
Kadvi Hawa,2017,95 min,Drama,8.1,985,Nila Madhab Panda,Nilamadhab Panda,Sanjay Mishra,Ranvir Shorey
Kanyadaan,2017,114 min,Drama,6.9,17,Akshay Dinesh Vaishnav,Deepika Amin,Mrinmayee Godbole,Darshan Jariwala
Khamosh Adalat Jaari Hai,2017,100 min,Drama,7.7,52,Ritesh Menon,Nandita Das,Pravina Bhagwat Deshpande,Ajitesh Gupta
Khataara,2017,69 min,Drama,2.6,,Uttar Kumar,Shruti Gautam,Uttar Kumar,
Khoj,2017,116 min,"Crime, Mystery, Thriller",6.8,449,Arka Ganguly,Vikram Chatterjee,Shataf Figar,Poonam Gurung
Kis Kiss Ka Kissa,2017,84 min,Drama,5.6,12,Sameer Patil,Manav Gohil,Asawari Joshi,Sandeep Kulkarni
Krish Trish and Baltiboy: Face Your Fears,2017,65 min,Animation,7.8,28,Tilak Shetty,Deepak Chachra,Smita Malhotra,Tarun Ratnani
Kuldip Patwal: I Didn't Do It!,2017,128 min,"Crime, Drama, Mystery",6.6,614,Remy Kohli,Deepak Dobriyal,Gulshan Devaiah,Raima Sen
Laali Ki Shaadi Mein Laaddoo Deewana,2017,130 min,"Comedy, Drama, Musical",3.4,130,Manish Harishankar,Gurmeet Choudhary,Bharat Dungrani,Akshara Haasan
Lagori,2017,48 min,"Drama, Mystery, Thriller",7.2,13,K Sukumar,Abhijeet K.,Kainat Ahmed,Akash
Last Days Last Shot,2017,53 min,Documentary,9.6,,Sumira Roy,,,
Le Lotta,2017,123 min,"Comedy, Drama",6.5,15,Manish Mitra,,,
Let's Talk About 'It',2017,77 min,"Horror, Mystery",5.7,14,Kshitij Sharma,Kshitij Sharma,Anoma Pabuwal,Deeya Dey
LIE,2017,145 min,"Action, Adventure, Thriller",5.9,880,Hanu Raghavapudi,Nithiin,Megha Akash,Ravi Kishan
Life Ki Aisi Ki Taisi,2017,130 min,Comedy,5.5,16,Ejaz Ahmed,Ejaz Ahmed,Prerna Gupta,Javed Hyder
Long Live Brij Mohan,2017,105 min,"Comedy, Crime, Drama",6.8,"2,573",Nikhil Bhat,Arjun Mathur,Nidhi Singh,Sheetal Thakur
Love and Shukla,2017,107 min,"Comedy, Drama, Romance",7.4,828,Jatla Siddartha,Saharsh Kumar Shukla,Taneea Rajawat,Hima Singh
Lucknow Central,2017,133 min,"Action, Crime, Drama",6.2,"2,690",Ranjit Tewari,Farhan Akhtar,Diana Penty,Inaamulhaq
Luv Shuv Pyar Vyar,2017,180 min,Romance,4.7,31,Pardeep Raja,Gaurav Ajay Kaura,Dolly Chawla,Kunal Sharma
Maatr,2017,113 min,Thriller,4.5,399,Ashtar Sayed,Raveena Tandon,Madhur Mittal,Anurag Arora
Machine,2017,148 min,"Action, Mystery, Romance",2.7,761,Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Kiara Advani,Rishabh Arora
Mahwari,2017,134 min,Family,2.6,,Amit Ramesh Rughani,Chetan Daiya,Ravi Omprakash Rao,Nisarg Trivedi
Main Tumhare Bachche ki Maa Banne Waali Hoon,2017,45 min,Romance,6.8,101,Ashish Lal,Sadiya Azgar,Dhanraj Kadam,Ashish Lal
Majaz: Ae Gham-e-Dil Kya Karun,2017,178 min,Biography,5.4,5,Ravindra Singh,Priyanshu Chatterjee,Rashmi Mishra,Neelima Azim
Mantostaan,2017,92 min,"Drama, History",6,89,Rahat Kazmi,Bhanu Pratap Singh,Sonal Sehgal,Shoib Shah
Maroon,2017,94 min,Thriller,5.1,291,Pulkit,Devyani Cm,Manav Kaul,Saurabh Sachdeva
Masala Chai,2017,80 min,Documentary,8.2,27,Marco Hülser,Mohammad Chacha,Gouri Mahato,Subodh Pramod
MASTI NAHI SASTI,2017,96 min,Comedy,3.3,6,Prem Chopra,Jagdeep,Shakti Kapoor,Kader Khan
Matsar,2017,112 min,"Drama, Family",8.4,,Dave Jigar,Archan Trivedi,Pranshi Patel,Karm Vyas
Meri Pyaari Bindu,2017,117 min,"Comedy, Drama, Romance",6,"4,495",Akshay Roy,Ayushmann Khurrana,Parineeti Chopra,Aarnaa Sharma
